0.000000000000000000e+00,2.285000000000000142e+01,2.185000000000000142e+01
5.000000000000000000e-01,2.285000000000000142e+01,2.185000000000000142e+01
1.000000000000000000e+00,2.285000000000000142e+01,2.185000000000000142e+01
1.500000000000000000e+00,2.330000000000000071e+01,2.185000000000000142e+01
2.000000000000000000e+00,2.330000000000000071e+01,2.185000000000000142e+01
2.500000000000000000e+00,2.380000000000000071e+01,2.185000000000000142e+01
3.000000000000000000e+00,2.430000000000000071e+01,2.185000000000000142e+01
3.500000000000000000e+00,2.480000000000000071e+01,2.185000000000000142e+01
4.000000000000000000e+00,2.525000000000000000e+01,2.185000000000000142e+01
4.500000000000000000e+00,2.575000000000000000e+01,2.185000000000000142e+01
5.000000000000000000e+00,2.625000000000000000e+01,2.185000000000000142e+01
5.500000000000000000e+00,2.675000000000000000e+01,2.185000000000000142e+01
6.000000000000000000e+00,2.719999999999999929e+01,2.185000000000000142e+01
6.500000000000000000e+00,2.769999999999999929e+01,2.185000000000000142e+01
7.000000000000000000e+00,2.769999999999999929e+01,2.185000000000000142e+01
7.500000000000000000e+00,2.819999999999999929e+01,2.185000000000000142e+01
8.000000000000000000e+00,2.870000000000000995e+01,2.235000000000000142e+01
8.500000000000000000e+00,2.920000000000000995e+01,2.185000000000000142e+01
9.000000000000000000e+00,2.964999999999999858e+01,2.235000000000000142e+01
9.500000000000000000e+00,3.014999999999999858e+01,2.235000000000000142e+01
1.000000000000000000e+01,3.064999999999999858e+01,2.235000000000000142e+01
1.050000000000000000e+01,3.114999999999999858e+01,2.235000000000000142e+01
1.100000000000000000e+01,3.160000000000001208e+01,2.235000000000000142e+01
1.150000000000000000e+01,3.210000000000000853e+01,2.235000000000000142e+01
1.200000000000000000e+01,3.260000000000000853e+01,2.235000000000000142e+01
1.250000000000000000e+01,3.309999999999998721e+01,2.235000000000000142e+01
1.300000000000000000e+01,3.359999999999998721e+01,2.285000000000000142e+01
1.350000000000000000e+01,3.404999999999999716e+01,2.285000000000000142e+01
1.400000000000000000e+01,3.404999999999999716e+01,2.285000000000000142e+01
1.450000000000000000e+01,3.504999999999999716e+01,2.285000000000000142e+01
1.500000000000000000e+01,3.504999999999999716e+01,2.285000000000000142e+01
1.550000000000000000e+01,3.554999999999999716e+01,2.285000000000000142e+01
1.600000000000000000e+01,3.599999999999998579e+01,2.330000000000000071e+01
1.650000000000000000e+01,3.649999999999998579e+01,2.330000000000000071e+01
1.700000000000000000e+01,3.699999999999998579e+01,2.330000000000000071e+01
1.750000000000000000e+01,3.750000000000000000e+01,2.330000000000000071e+01
1.800000000000000000e+01,3.800000000000000000e+01,2.380000000000000071e+01
1.850000000000000000e+01,3.800000000000000000e+01,2.380000000000000071e+01
1.900000000000000000e+01,3.845000000000000284e+01,2.380000000000000071e+01
1.950000000000000000e+01,3.895000000000000284e+01,2.380000000000000071e+01
2.000000000000000000e+01,3.945000000000000284e+01,2.430000000000000071e+01
2.050000000000000000e+01,3.995000000000000284e+01,2.430000000000000071e+01
2.100000000000000000e+01,4.039999999999999147e+01,2.430000000000000071e+01
2.150000000000000000e+01,4.039999999999999147e+01,2.430000000000000071e+01
2.200000000000000000e+01,4.089999999999999858e+01,2.430000000000000071e+01
2.250000000000000000e+01,4.139999999999999858e+01,2.480000000000000071e+01
2.300000000000000000e+01,4.189999999999999858e+01,2.480000000000000071e+01
2.350000000000000000e+01,4.189999999999999858e+01,2.480000000000000071e+01
2.400000000000000000e+01,4.239999999999999858e+01,2.480000000000000071e+01
2.450000000000000000e+01,4.285000000000000142e+01,2.480000000000000071e+01
2.500000000000000000e+01,4.335000000000000142e+01,2.525000000000000000e+01
2.550000000000000000e+01,4.385000000000000142e+01,2.525000000000000000e+01
2.600000000000000000e+01,4.385000000000000142e+01,2.525000000000000000e+01
