2.650000000000000000e+01,4.435000000000000142e+01,2.575000000000000000e+01
2.700000000000000000e+01,4.479999999999999716e+01,2.575000000000000000e+01
2.750000000000000000e+01,4.529999999999999716e+01,2.575000000000000000e+01
2.800000000000000000e+01,4.529999999999999716e+01,2.625000000000000000e+01
2.850000000000000000e+01,4.579999999999999716e+01,2.625000000000000000e+01
2.900000000000000000e+01,4.579999999999999716e+01,2.625000000000000000e+01
2.950000000000000000e+01,4.629999999999999716e+01,2.675000000000000000e+01
3.000000000000000000e+01,4.675000000000000000e+01,2.625000000000000000e+01
3.050000000000000000e+01,4.725000000000000000e+01,2.675000000000000000e+01
3.100000000000000000e+01,4.725000000000000000e+01,2.675000000000000000e+01
3.150000000000000000e+01,4.775000000000000000e+01,2.719999999999999929e+01
3.200000000000000000e+01,4.775000000000000000e+01,2.719999999999999929e+01
3.250000000000000000e+01,4.825000000000000000e+01,2.719999999999999929e+01
3.300000000000000000e+01,4.875000000000000000e+01,2.719999999999999929e+01
3.350000000000000000e+01,4.920000000000000284e+01,2.719999999999999929e+01
3.400000000000000000e+01,4.920000000000000284e+01,2.719999999999999929e+01
3.450000000000000000e+01,4.970000000000000284e+01,2.769999999999999929e+01
3.500000000000000000e+01,4.970000000000000284e+01,2.769999999999999929e+01
3.550000000000000000e+01,5.020000000000000284e+01,2.769999999999999929e+01
3.600000000000000000e+01,5.070000000000000284e+01,2.819999999999999929e+01
3.650000000000000000e+01,5.070000000000000284e+01,2.819999999999999929e+01
3.700000000000000000e+01,5.114999999999999858e+01,2.819999999999999929e+01
3.750000000000000000e+01,5.114999999999999858e+01,2.870000000000000995e+01
3.800000000000000000e+01,5.164999999999999858e+01,2.870000000000000995e+01
3.850000000000000000e+01,5.214999999999999858e+01,2.870000000000000995e+01
3.900000000000000000e+01,5.214999999999999858e+01,2.920000000000000995e+01
3.950000000000000000e+01,5.264999999999999858e+01,2.920000000000000995e+01
4.000000000000000000e+01,5.264999999999999858e+01,2.920000000000000995e+01
4.050000000000000000e+01,5.314999999999999858e+01,2.920000000000000995e+01
4.100000000000000000e+01,5.314999999999999858e+01,2.964999999999999858e+01
4.150000000000000000e+01,5.360000000000000142e+01,2.964999999999999858e+01
4.200000000000000000e+01,5.360000000000000142e+01,2.964999999999999858e+01
4.250000000000000000e+01,5.410000000000000142e+01,3.014999999999999858e+01
4.300000000000000000e+01,5.410000000000000142e+01,3.014999999999999858e+01
4.350000000000000000e+01,5.460000000000000142e+01,3.014999999999999858e+01
4.400000000000000000e+01,5.460000000000000142e+01,3.014999999999999858e+01
4.450000000000000000e+01,5.510000000000000142e+01,3.064999999999999858e+01
4.500000000000000000e+01,5.510000000000000142e+01,3.064999999999999858e+01
4.550000000000000000e+01,5.554999999999999716e+01,3.064999999999999858e+01
4.600000000000000000e+01,5.554999999999999716e+01,3.114999999999999858e+01
4.650000000000000000e+01,5.604999999999999716e+01,3.114999999999999858e+01
4.700000000000000000e+01,5.604999999999999716e+01,3.114999999999999858e+01
4.750000000000000000e+01,5.654999999999999716e+01,3.114999999999999858e+01
4.800000000000000000e+01,5.654999999999999716e+01,3.114999999999999858e+01
4.850000000000000000e+01,5.704999999999999716e+01,3.160000000000001208e+01
4.900000000000000000e+01,5.704999999999999716e+01,3.160000000000001208e+01
4.950000000000000000e+01,5.754999999999999716e+01,3.160000000000001208e+01
5.000000000000000000e+01,5.754999999999999716e+01,3.210000000000000853e+01
